text_id,en,da,nl,sv,no,el,it,de,es,fr,et,ja
dash_tip_extra_attention,"At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down.","Ved dette kulde-niveau anbefales det at være ekstra opmærksom på passende adfærd - match dit tøj til kuldestresset og beskyt udsat hud. Vær opmærksom på ikke at tage for meget tøj på, da sved køler dig ned.",Op dit niveau wordt u geadviseerd extra aandacht te besteden aan passend gedrag en kleding aan te passen aan de kou en blote huid te beschermen.,Vid denna nivån rekommenderas att du är extra uppmärksam och klär dig för att klara kylan samt skyddar naken hud. Klä dig inte för varmt då svettning kommer att kyla ner dig.,"På dette nivået anbefales du å være ekstra oppmerksom på passende oppførsel og tilpasse klær til kulden samt beskytte utsatt hud. Vær oppmerksom på å ta på for mye klær, fordi svette vil kjøle deg ned.","Σε αυτό το επίπεδο συνιστάται να δώσετε ιδιαίτερη προσοχή και να ταιριάξετε τα ρούχα με το κρύο και να προστατεύσετε το εκτεθειμένο δέρμα. Να θυμάστε να μη φορέστε πολλά ρούχα, επειδή ο ιδρώτας θα σας ρίξει τη θερμοκρασία.","A questo livello ti raccomandiamo di 
 prestare particolare attenzione ad assumere i comportamenti corretti, ad adattare gli indumenti al freddo ed a proteggere la pelle esposta. Fai attenzione a non vestirti troppo, altrimenti la sudorazione abbasserà la tua temperatura.","Auf dieser Ebene wird es Ihnen empfohlen darauf außerordentich aufmerksam zu sein, dass Sie sich der Kälte entsprechend benehmen und kleiden.","En este nivel, se recomienda prestar especial atención al comportamiento apropiado, hacer coincidir la ropa con el nivel de frío y proteger la piel expuesta. Ten cuidado de no usar demasiada ropa, porque la sudoración te enfriará.","A ce niveau, il est recommandé de porter une attention particulière à un comportement approprié et d'adapter les vêtements au froid et de protéger la peau exposée. Veillez à ne pas mettre trop de vêtements, car la transpiration vous refroidira.","At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down.","At this level you should pay extra attention to behaving appropriately, matching clothing to the cold level, and protecting exposed skin. Remember not to overdress, because sweating will cool you down."
dash_utci_english_only,UTCI available in English only.,UTCI kun tilgængelig på engelsk,UTCI is alleen in het Engels beschikbaar,UTCI är endast tillgängligt på engelska.,UTCI bare tilgjengelig på Engelsk.,UTCI available in English only.,UTCI disponibile solo in inglese,UTCI nur auf English verfügbar.,UTCI available in English only.,UTCI available in English only.,UTCI available in English only.,UTCI available in English only.
feedback_diff_sys_pred,Difference from system prediction,Afvigelse fra systemets værdi,Verschil van voorspelling systeem,Avvikelse från systemets värde,Forskjell fra systemets verdi,Διαφορά από την πρόβλεψη του συστήματος,Differenza dalla previsione del sistema,Unterschied von Systemwert,Diferencia respecto a la predicción del sistema,Différence avec le système de prédiction,Difference from system prediction,Difference from system prediction
details_desc,Here we show additional information that may be useful to the experienced user.,Her vises tekniske informationer som kan være af interesse for erfarne brugere.,Hier laten we extra informatie zien die nuttig kan zijn voor de ervaren gebruiker.,Här visar vi ytterligare information som kan vara användbart för den erfarne användaren.,Her viser vi tilleggsinformasjon som kan være nyttig for den erfarne brukeren.,Εδώ θα δείξουμε περισσότερες πληροφορίες που μπορεί να είναι χρήσιμες για έναν έμπειρο χρήστη,"Qui sono presenti ulteriori 
 informazioni, che potrebbero essere utili per gli utenti esperti.","Hier zeigen wir weitere Informationen, die dem Benutzer nützlich sein können",Aquí mostramos información adicional que puede ser útil para el usuario experimentado.,"Ici, nous montrons des informations supplémentaires qui peuvent être utiles à l'utilisateur expérimenté.",Here we show additional information that may be useful to the experienced user.,Here we show additional information that may be useful to the experienced user.
error_retrieve_weather,Unable to retrieve weather information.,Kunne ikke hente vejrinformationer.,activiteitsniveau,Kunde ej hämta väderinformationen.,Kunne ikke hente værinformasjon.,Αδυναμία εύρεσης πληροφοριών για το καρό,"Non in grado di recuperare
 le informazioni meteo.",Wetterinformation nicht aufrufbar,No se puede recuperar la información del clima.,Echec de récupération des données météo.,Unable to retrieve weather information.,Unable to retrieve weather information.
feedback_adaptation_colder_warmer,Click on 'colder' or 'warmer' to adjust to your experience,Tryk på 'koldere' eller 'varmere' for at tilpasse scoren til din oplevelse,Klik op 'kouder' of 'warmer' om uw ervaring aan te passen,Tryck på 'kallare' eller 'varmare' för att justera efter din upplevelse,Klikk på 'kaldere' eller 'varmere' for å tilpasse hjulet til din opplevelse af været,Click on 'colder' or 'warmer' to adjust to your experience,Seleziona ‘più caldo’ o ‘più freddo’ per adeguare alla tua sensazione,"Klicken Sie auf ""kälter"" oder ""wärmer"", um Ihre Erfahrung anzupassen",Haz clic en 'más frío' o 'más cálido' para adaptarse a su experiencia,Cliquez sur 'plus froid' ou 'plus chaud' pour vous adapter à votre expérience,Click on 'colder' or 'warmer' to adjust to your experience,Click on 'colder' or 'warmer' to adjust to your experience
indoor_tips_ppd,% is satisfied with this indoor environment,% tilfreds med det indendørs klima,% is tevreden met dit binnenklimaat,% är nöjda med detta inomhusklimatet,% er fornøyd med dette innemiljøet,% is satisfied with this indoor environment,% è soddisfatto con questo ambiente interno,% sind mit diesem Raumklima zufrieden,% está satisfecho con este ambiente interior,% is satisfied with this indoor environment,% is satisfied with this indoor environment,% is satisfied with this indoor environment
acknowledgement_utci,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementatie gebruikt de operationele procedure zoals gepubliceerd in het Internation Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI ontwikkeling is ondersteunt door de Europese Commisie via EU COST Action 730.,UTCI implementeringen beräknas som publicerat i International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,"UTCI-implementasjonen brukt her, beregnes som publisert i International Journal of Biometerology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI-utviklingen ble støttet av EU-kommisjonen via EU COST Action 730.",UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,Per l’imprementazione dell’UTCI è stato utilizzato il procedimento operativo pubblicato all’interno del International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). Lo sviluppo dell’UTCI è stato sostenuto dalla Commissione Europea attraverso la EU COST Action 730.,UTCI-Implementation verwendet das Betriebsverfahren veröffentlicht im International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI-Entwicklung ist von European Commission via EU COST Action 730 unterstützt worden.,La implementación de UTCI utilizó el procedimiento operativo publicado en el International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). El desarrollo de UTCI fue apoyado por la Comisión Europea a través de la Acción 730 de COST de la UE.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.,UTCI implementation used the operational procedure as published in the International Journal of Biometeorology (<a href='https://doi.org/10.1007/s00484-011-0454-1'>doi:10.1007/s00484-011-0454-1</a>). UTCI development was supported by the European Commission via EU COST Action 730.
str_heatacclimatised_iso7243,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,"Volgens ISO7243 is een  <i>geacclimatiseerd</i> persoon iemand die is blootgestled aan de warme werkcondities (of gelijk, of extremere condities) gedurende minstens 1 volle werkweek. Als dit niet het geval is, dan is de persoon <i>niet geacclimatiseerd</i>.",According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.,According to ISO7243 an <i>acclimatized</i> person is one who has been exposed to the hot working conditions (or similar or more extreme conditions) for at least 1 full working week immediatly prior to the assessment period. If this is not the case the person shall be considered <i>unacclimatized</i>.
str_heat_less_sensitive,You are less sensitive to heat than average.,Du er mindre følsom (sensitiv) for varmestress end gennemsnittet,Je bent minder gevoelig voor hitte dan de gemiddelde persoon,Du är mindre känslig mot värme än genomsnittet.,Du er mindre følsom for varme en gjennomsnittet.,You are less sensitive to heat than average.,Sei meno sensibile della media al calore.,Sie sind weniger wärmeempfindlich als durchschnittlich,Eres menos sensible al calor que el promedio.,You are less sensitive to heat than average.,You are less sensitive to heat than average.,You are less sensitive to heat than average.
str_heat_more_sensitive,You are more sensitive to heat than average.,Du er mere følsom (sensitiv) for varmestress end gennemsnittet,Je bent gevoeliger voor hitte dan de gemiddelde persoon,Du är mer känslig mot värme än genomsnittet.,Du er mere følsom for varme en gjennomsnittet,You are more sensitive to heat than average.,Sei più sensibile della media al calore.,Sie sind mehr wärmeempfindlich als durchschnittlich,Eres más sensible al calor que el promedio.,You are more sensitive to heat than average.,You are more sensitive to heat than average.,You are more sensitive to heat than average.
str_heat_simple_green,The green level means that low thermal stress is forecast.,Det grønne niveau indikerer at lavt termisk stress er forventet,Groen: er worden weinig problemen met hitte verwacht,Den gröna nivån innebär att låg termisk stress förväntas.,Det grønne nivået betyr at lav termisk belastning er forventet.,The green level means that low thermal stress is forecasted.,Il livello verde significa che è previsto un basso stress termico.,"Der grüne Stand zeigt, dass die thermische Belastung niedrig ist.",El nivel verde significa que se pronostica un bajo estrés térmico.,The green level means that low thermal stress is forecasted.,The green level means that low thermal stress is forecast.,The green level means that low thermal stress is forecast.
str_heat_simple_yellow,The yellow level means that moderate heat stress is expected.,Det gule niveau indikerer at moderat varmestress er forventet,Geel: er worden milde problemen met hitte verwacht,Den gula nivån innebär att måttlig värmestress väntas.,Det gule nivået betyr at moderat termisk belastning er forventet.,The yellow level means that moderate heat stress is expected.,Il livello giallo significa che ci si aspetta un moderato stress termico da caldo.,"Der gelbe Stand zeigt, dass moderate thermische Belastung zu erwarten ist",El nivel amarillo significa que se espera un estrés térmico moderado.,The yellow level means that moderate heat stress is expected.,The yellow level means that moderate heat stress is expected.,The yellow level means that moderate heat stress is expected.
str_heat_simple_clothing,Safe reduction in clothing may lower heat stress.,mindre påklædning (uden at kompromittere sikkerhedsfaktorer som tøjet måtte give) kan reducere dit varmestress,Luchtige kleding kan de problemen met hitte verminderen,Mindre kläder (utan att kompromissa säkerhetsfaktorer) kan sänka din värmestress.,Ved å ta av deg noen klessplagg kan du forminske den termiske belastningen din.,Safe reduction in clothing may lower heat stress.,La riduzione sicura della quantità di vestiti può abbassare lo stress termico da caldo,Reduktion der Kleidermenge kann die thermische Belastung vermindern.,La reducción segura de la cantidad de vestimenta puede reducir el estrés por calor.,Safe reduction in clothing may lower heat stress.,Safe reduction in clothing may lower heat stress.,Safe reduction in clothing may lower heat stress.
str_heat_simple_orange,The orange level means that high heat stress is expected.,Det orange niveau indikerer at højt varmestress er forventet,Oranje: er worden problemen met hitte verwacht,Den orangea nivån indikerar att hög värmestress väntas.,"Det oransje nivået betyr, at høy termisk belastning er forventet.",The orange level means that high heat stress is expected.,Il livello arancione significa che ci si aspetta un elevato stress termico da caldo.,"Der orange Stand zeigt, dass hohe thermische Belastung zu erwarten ist.",El nivel naranja significa que se espera un alto estrés por calor.,The orange level means that high heat stress is expected.,The orange level means that high heat stress is expected.,The orange level means that high heat stress is expected.
str_heat_simple_red,This level is associated with severe heat stress.,Dette niveau er forbundet med betragteligt varmestress,Rood: er worden ernstige problemen met hitte verwacht,Denna nivån är associerad med allvarlig värmestress.,Dette nivået er assosiert med alvorlig varmestress.,This level is associated with severe heat stress.,Questo livello è associato con un grave stress termico da caldo.,Dieser Stand ist mit ernsthafte thermische Belastung assoziiert.,Este nivel está asociado con un alto estrés por calor.,This level is associated with severe heat stress.,This level is associated with severe heat stress.,This level is associated with severe heat stress.
str_heat_long_green,"The score will increase towards higher warning levels if the weather aggravates, your activity level increases or your clothing level increases.","Scoren stiger mod højere advarselsniveauer, hvis vejret forværres, dit aktivitetsniveau falder eller du tager noget af dit tøj af","De score zal hoger worden als het weer warmer wordt, je meer kleding draagt of een zwaardere activiteit uitvoert","Summan kommer att öka mot högre varningsnivåer ifall vädret förvärras, din aktivitetsnivå ökar eller din klädesnivå ökar.","Poengsummen vil øke mot høyere advarselsnivå hvis været forverres, aktivitetsnivået ditt økes eller mengden av klær økes.","The score will increase towards higher warning levels if the weather agravates, your activity level increases or your clothing level increases.","Il punteggio aumenterà verso livelli
 di avviso più elevati se il tempo peggiorerà, oppure se aumenterà la tua attività o il tuo vestiario","Der Stand wird sich nach höheren Warnungsebenen erhöhen, wenn das Wetter sich verschlechtert, Ihre Aktivitätsebene steigt oder Ihre Kleidungsmenge sich erhöht.","El puntaje aumentará hacia niveles de advertencia más altos si el clima se agrava, aumenta tu nivel de actividad o aumenta tu nivel de ropa.","The score will increase towards higher warning levels if the weather agravates, your activity level increases or your clothing level increases.","The score will increase towards higher warning levels if the weather aggravates, your activity level increases or your clothing level increases.","The score will increase towards higher warning levels if the weather aggravates, your activity level increases or your clothing level increases."
str_heat_long_yellow_1,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,Je kan het als warmer dan normaal ervaren en zweten. In principe zou je wel je werkzaamheden moeten kunnen uitvoeren,Du bör kunna upprätthålla normala aktiviteter men du kan uppleva högre värmestress och svettas mer än vanligt.,Du burde kunne opprettholde normale aktiviteter. Du vil kunne oppleve varmestress og svette mere enn vanlig.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,"Dovresti essere in grado di continuare le tue 
 normali attività. Potresti sperimentare livelli di tensione termica e di sudorazione più elevati del normale.",Sie sollten normale Aktivitäten aufrechterhalten können. Möglicherweise erleben Sie eine höhere thermische Belastung und erhöhtes Schwitzen.,Deberías poder mantener actividades normales. Puede que experimentes una mayor tensión térmica y más sudoración de lo normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.,You should be able to maintain normal activities. You may experience higher thermal strain and more sweating than normal.
str_heat_long_yellow_2,"Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level.","Overvej flere pauser, mindre påklædning og hyppigere væskeindtag; især når scoren øges","Bespreek en denk na over kledingaanpassingen, meer pauzes en drink meer dan normaal. Met name als de score richting rood gaat.","Överväg att klä dig lättare, ta fler raster och drick mer än vanligt; speciellt när summan närmar sig den röda värmestressnivån.","Vurder å justere klesmengden din, ta flere pauser og drikk mere enn vanlig. Spesielt når poensummen nermer seg det røde nivået.","Consider clothing adjustments, more breaks and and drink more than normal; especially when the score approaches the red heat stress level.","Considera di adattare il tuo vestiario, di effettuare più paude e di bere più del normale; specialmente quando il punteggio si avvicina al livello rosso di stress termico da caldo.","Überlegen Sie Anpassung der Kleidungsmenge und Pausen, und trinken Sie mehr als normal; insbesondere wenn sich das Niveau die rote ebene nähert.","Considera ajustes de ropa, más descansos y bebe más líquidos de lo normal; especialmente cuando el puntaje se acerca al nivel rojo de estrés por calor.","Consider clothing adjustments, more breaks and and drink more than normal; especially when the score approaches the red heat stress level.","Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level.","Consider clothing adjustments, more breaks, and drinking more than normal; especially when the score approaches the red heat stress level."
str_heat_long_orange_1,Pay special attention to drinking sufficient fluid during the first days with this heat stress.,Vær opmærksom på din væskebalance - især i de første dage med varmestress,Zorg ervoor dat je voldoende drinkt.,Var extra uppmärksam på att dricka tillräckligt med vätska under de första dagarna med denna värmestressen.,"Vær oppmerksom på å drikke tilstrekkelig, spesielt i løpet av de første dagene med dette varmestressnivået.",Pay special attention to drinking sufficient during the first days with this heat stress.,Presta particolare attenzione a bere sufficientemente durante i primi giorni con questo stress termico da caldo.,"Seien Sie darauf besonders aufmerksam, ob Sie während der ersten Tage mit thermische Belastung genügend trinken.",Presta especial atención a beber suficientes líquidos durante los primeros días con este estrés por calor.,Pay special attention to drinking sufficient during the first days with this heat stress.,Pay special attention to drinking sufficient fluid during the first days with this heat stress.,Pay special attention to drinking sufficient fluid during the first days with this heat stress.
str_heat_long_orange_2,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Overvej at justere/planlægge aktiviteter så fysisk krævende arbejde/træning ol. placeres på de tidspunkter af dagen hvor varmen er lavest,Probeer zware activiteiten op koelere momenten van de dag te plannen en neem de tijd om je aan te passen.,Överväg att anpassa dina aktiviteter (tungt fysiskt arbete under perioder av dagen med låg värme) och ge dig tid att anpassa dig till värmen.,Vuder å tilpasse aktivitetene dine så fysisk harde oppgaver ligger i løpet av dagens kaldeste perioder. Gi kroppen tid til å tilpasse seg.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Considera di adattare il tuo livello di attività (mansioni pesanti a livello fisico durante i momenti meno caldi della giornata) e prenditi tempo per adattarti.,Überlegen Sie die Aktivitäten anzupassen (schwere körperliche Anstrengungen an der kälteren Zeiten des Tages) und erlauben Sie sich eine gewisse Anpassungszeit.,Considera ajustar las actividades realizas (tareas físicas pesadas durante los períodos del día con el calor más bajo) y permitete algo de tiempo para adaptarte.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.,Consider adjusting activities (heavy physical tasks during periods of the day with lowest heat) and allow time to adapt.
str_heat_long_orange_3,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Hvis du sveder meget skal du være opmærksom på at tørstfornemmelse ikke nødvendigvis er tilstrækkelig ift. forblive i væskebalance,"Drink op tijd, het dorstgevoel komt meestal te laat.",Törst är sällan ett tillräckligt tecken när man svettas mycket.,"Vær oppmerksom på, at tørst ofte ikke er en tilstrekkelig indikasjon på, når du skal drikke, når du svetter mye.",Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Tieni conto del fatto che la sete normalmente non è un indicatore sufficiente quando le perdite di sudore sono elevate.,"Seien Sie darauf aufmerksam, dass Schweiß normalerweise kein ausreichender Indikator ist, wenn man viel schwitzt.",Ten en cuenta que la sed generalmente no es un indicador suficientemente bueno cuando las pérdidas de sudor son altas.,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.,Be aware that thirst is usually not a sufficient indicator when sweat losses are high.
str_heat_simple_activity,Resting may lower heat stress.,Hvile eller flere pauser kan reducere dit varmestress.,Rust kan de warmtelast verlagen,Vila kan sänka värmestress.,Å holde pauser kan senke varmestressnivået.,Resting may lower heat stress.,Riposare può diminuire lo stress termico da caldo.,Ausruhen kann die thermische Belastung vermindern.,Descansar puede reducir el estrés por calor.,Resting may lower heat stress.,Resting may lower heat stress.,Resting may lower heat stress.
str_heat_simple_hydration,Remember to compensate your sweat loss.,Vær obs på at drikke svarende til dit svedtab,Denk er aan om je vochtverlies te compenseren,Tänk på att kompensera för din vätskeförlust (svett).,Vær oppmerksom på å kompensere for vanntap (svette).,Be aware to compensate your sweat loss.,Presta attenzione a compensare la tua perdita di sudore.,"Seien Sie darauf aufmerksam, Ihre Flüssigkeitsverlust auszugleichen.",Debes estar atento a la compensación de tu pérdida de sudor.,Be aware to compensate your sweat loss.,Remember to compensate your sweat loss.,Remember to compensate your sweat loss.
str_heat_long_red_1,The heat will impact your physical performance.,Varme kan (og vil sandsynligvis) påvirke din præstationsevne,De hitte zal je prestatievermogen verminderen.,Värmen kommer att påverka din fysiska prestanda.,Varmen vill påvirke den fysiske ytelsen din.,The heat will impact your physical performance.,Il calore influenzerà il tuo rendimento fisico.,Die Hitze wird Ihre körperliche Leistung beeinflussen.,El calor afectará tu rendimiento físico.,The heat will impact your physical performance.,The heat will impact your physical performance.,The heat will impact your physical performance.
str_heat_long_red_2,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,Justering af dine aktiviteter (eller tilstrækkelige pauser) kan gavne din evne til at fuldføre dagens opgaver uden overdrevne negative effekter,Pas je activiteiten aan en zorg voor voldoende rust om beter met de hitte om te kunnen gaan.,Om du justerar dagens aktiviteter och/eller tar tillräckligt med pauser kommer du att gynna din totala dagliga förmåga att hantera värmen.,Ved å tilpasse aktiviteter og tillate nok pauser kan du forbedre evnen til å takle varmestress.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,L'adattamento del livello di attività e la realizzazione di pause sufficienti porterà benefici alla tua abilità generale di reagire al calore.,"Das Anpassen von Aktivitäten und das Zulassen ausreichender Pausen wirkt sich positiv auf Ihre tägliche Fähigkeit aus, mit der Hitze umzugehen.",Ajustar las actividades que realizas y permitirte suficientes descansos beneficiará en general tu capacidad diaria para hacer frente al calor.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.,Adjusting activities and allowing sufficient breaks will benefit your overall daily ability to cope with the heat.
str_fan_simple_beneficial,"Increased airflow may be beneficial, even if skin is dry.",øget ventilation kan gavne din varmeafgivelse,"Een ventilator kan in deze omstandigheden verkoelend werken, zelfs als de huid droog is",Ökad ventillering kan vara positivt även om huden är torr.,"Øket ventilasjon kan ha en positiv effekt, også selvom huden føles tørr.","Increased airflow may be beneficial, even if skin is dry.","Un aumento del flusso d'aria può portare benefici, anche se la pelle è secca.","Ein erhöhter Luftstrom kann vorteilhaft sein, auch wenn die Haut trocken ist.","El aumento del flujo de aire puede ser beneficioso, incluso si la piel está seca.","Increased airflow may be beneficial, even if skin is dry.","Increased airflow may be beneficial, even if skin is dry.","Increased airflow may be beneficial, even if skin is dry."
str_fan_if_wet_beneficial,"Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.",Øget vind/ventilation kan gavne dig - især hvis du er svedig på huden. Alternativ (hvis din hud er tør) spray vand på huden og kombiner med ventilator,Een ventilator kan in deze omstandigheden verkoelend werken als de huid nat is. Je kan de huid nathouden met een spray zodat je minder uitdroogt door zweet.,Ökad ventillering kan vara positivt ifall huden är fuktig. Genom att fukta huden (t.ex. med spray) kan det sänka risken för uttorkning samt öka effekten av fläktning.,"Øket ventilasjon kan han en positiv effekt hvis huden er våt. Fukt av huden (f.eks. ved å sprøyte med vann), kan minske risikoen for dehydrering og potensielt øke nytten fra en vifte.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.","Un aumento del flusso d’aria può portare benefici se la pelle è bagnata. L’acqua applicata esternamente alla pelle (per esempio spray; invece che fare affidamento sulla sola sudorazione) ridurrà il rischio di disidratazione, e potenzialmente aumenterà i benefici dell’uso dei ventilatori.","Ein erhöhter Luftstrom kann vorteilhaft sein, wenn die Haut nass ist. Extern auf die Haut aufgetragenes Wasser (z.B. Spray; statt sich nur auf dem Schwitzen zu verlassen) reduziert das Risiko einer Dehydrierung und vergrößert potenziell den Gewinn der Lüfter.","El aumento del flujo de aire puede ser beneficioso si la piel está húmeda. El agua aplicada externamente a la piel (por ejemplo, aerosol; en lugar de depender únicamente de la sudoración) reducirá el riesgo de deshidratación y potencialmente mejorará el beneficio de usar un ventilador.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit.","Increased airflow may be beneficial if skin is wet. Externally applied water to the skin (e.g. spray; instead of only relying on sweating) will reduce the risk of dehydration, and potentially enhance the fan benefit."
str_wet_skin_beneficial,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,Spray vand eller fugt huden i kombination med ventilator kan reducere varmestress og gavne din samlede væskebalance,"Het nathouden van de huid, zoals met een spray, zorgt voor verkoeling en minder uitdroging door zweet.","Genom att fukta huden (t.ex. med spray, istället för att endast svettas) kan risken för uttorkning minska.",Vann påført huden (f.eks. ved sprøyting) vil minske risikoen for dehydrering.,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,L’acqua applicata esternamente alla pelle (per esempio spray; invece che fare affidamento sulla sola sudorazione) ridurrà il rischio di disidratazione,Extern auf die Haut aufgetragenes Wasser (z.B. Spray; statt sich nur auf dem Schwitzen zu verlassen) reduziert das Risiko einer Dehydrierung,El agua aplicada externamente a la piel (por ejemplo: aerosol; en lugar de depender solo de la sudoración) reducirá el riesgo de deshidratación,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration,Externally applied water to the skin (for instance: spray; instead of only relying on sweating) will reduce the risk of dehydration
